HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
3,3,1235520000,'Garbonzo  Bean Flour','This  is great stuff  Made some really tasty banana bread goodquality and lowest price in town',5
0,0,1337299200,'yum falafel','We had trouble finding this locally  delivery was fast no more hunting up and down the flour aisle at our local grocery stores',5
2,2,1333843200,'Make a fresh fruit tart light and beautiful','This packet of glaze is the secret to making those European style fresh fruit tarts I am about to make one for a pie auction at church after a friend requested that something strawberry should be offered You can make the most amazing and relatively healthy fruit tarts by baking a base layering it with uncooked fresh sliced fruit then pouring over the madeup contents of one of these packets They harden up at room temperature hold the fruit together so you can slice the tart and they let the beauty of the arranged fruit show through Ive also seen this glaze used over cheesecakes to hold a fruit topping in place Personally I do not like cheesecake too rich for me but a fruit glazed cheesecake is gorgeous I will admit To do this slice fruit and layer it on the cheesecake while its still in the springform pan Pour on the glaze let it set up and then remove the springform Youll have a clear layer of fruit on top of the cheesecake Cherries strawberries or sliced mangos are nice but the best one I ever had used thin slices of lemons that had been gently poached in sugar syrup before they were layered on the cake  I use a base of sponge cake baked in a shallow form but other bases can be pate sucre  a kind of French pastry that is a bit like a sugar cookie that works well in those fluted straightsided forms You can also make minitarts in a muffin pan prebaking each mold with a layer of pie crust even commercial crust works though again I prefer pate sucre it holds its shape better and is more substantial and has a better crumb Just blindbake the muffin tins lined with pate then pop them out and fill with fresh fruits berries are great and pour over the glaze Some people put a layer of creme patisserie which is a pastry cream like custard but stabilized with flour  below the fruit and I happen to think these taste best  If you get into baking this glaze is a musthave on the shelf The ingredients are vegan  tapioca starch carrageenan dextrose cream of tartar locust bean gum so if you are looking to make a vegan tofu cheesecake you can use this on top as well as use it for fruit tarts with a nut crust base',5
0,0,1236124800,Miracle,'My Scotties were full of hot spots and when I used this within a week all the hot spots were gone The smell is kinda strong but not bad Its tolerablel',5
1,1,1314403200,'not bad for instant healthy coffee','I bought this coffee because its much cheaper than the ganocafe and has the organic reishi mushroom as well as other healthy antioxidants  I didnt expect it to tastegoodbut it actually does  Ive only had it for a few days and for 5 its totally worth it  My sisters all take ganocafe but now Im introducing them to this less expensive similar coffee  I will follow up on this product in a few weeks  ',4
0,0,1340582400,'Its ok','The coffee is very finely processed and the flavor is just alright Nescafe and Mount Hagen are better  I bought this to try something other than these two but I probably wont get this again  There is just a slight vitaminy taste but its not overwhelming  Its also a bit pricey for what you get',3
0,0,1339027200,'I love it','This coffee is great because its all organic ingredients  No pesticides to worry about plus it tastesgoodand you have the healing effects for ganoderma',5
0,0,1338249600,'great taste and has health benefits','Like the other people mentioned this coffee has a great taste Ive tried different instant coffees before but this one is one of the better ones Another one of my favorites if you want to try it out though NOT organic is Africafe pure instant coffee',5
0,0,1336089600,'Tastes Great Arrived in 2 days','Tastes great and gives me energy without the jitters Love this product<br However I do wish it came in some sort of resealable jar or hard plastic container instead of a ziplock pouch because the ziplock ripped off and quit working after awhile But the product is fantastic just not crazy about the packaging',5
2,2,1323820800,'Great for after lunch','These little guys are tasty and refreshing  I usually eat salads for lunch which can do terrible things to breath  I eat 2 of these after lunch because they are so small and I find this sufficiently resolves the problem  Theyre sugar free sugar can actually help the smelly bacteria grow which is great and theyre tasty enough that I almost think of them as part of my lunch  This is agoodbulk value buy and Id highly recommend the mints themselves  Cheers',5
2,2,1284249600,'Nice little mints but pricey','I like these better than the regular Altoids but theyre even more costly so youd better like them',4
1,1,1300406400,'Altoids mini mints tins','These little tins of sugar free mine mints were a great dealThere perfict for on the goFifty mints per tin is just the rightamount to cary alongAnd there safer for your teeth than the ones with sugarThe price of twelve dollars was very resonableAlso there great for shareingIf you are looking for a mint try these onesYoull be glad you did',5
3,4,1274054400,'Altoids SmallsWintergreen','Pros <br      packaging shipping price<br      sold about a year before its expiration date enough for me to eat/share 9 boxes<br      not too fresh like the regular wintergreen and not in a powdery form its a real mint  Cons  none',5
2,3,1278460800,Sugarfree,'Be careful not to eat too many of them in one day as one of the chemicals in it is the same as that of a LAXATIVE LOLOLOL',3
2,3,1265932800,Tasty,'These mints are really strong and have a great taste They are also a convenient size to carry in a pocket or purse',5
0,0,1344729600,'These mints are awesome','This is a huge supply of them Im still working on these and have plenty to spare Much more effective than buying one from the grocery store or 711 every time you want a mint',5
0,0,1330819200,'Altoids Smalls','Even with small containers they dont fill them up  These little tins are less than half filled and at the price charged it seems a ripoff Is there some exotic ingredient as costly as gold contained in those tiny squares?  Or how about the cereal ploy they were filled at the factory but settled in transport<br Can manufacturers be honest in their dealings?',2
0,0,1320710400,'Love these And reusable containers','I love and use the empty containers for medicine/advil in my purse desk suitcase Also line with felt to keep earrings Perfect little size to disguise small valuables when traveling and LOVE the mints Tiny and powerful without burning my mouth',5
0,0,1320451200,Altoids,'Received as shown My mother in law likes these and Walgreens quit carrying them It was great i could get them on Amazon',5
0,0,1316908800,'A huge hit at the office','I keep a case of these in my office and always have at least a tin or two on my desk for visitors to help themselves to Some folks stop by just to grab some mints and others pop them like candy while we meet When I find someone who keeps coming back for more I just give them their own tin One coworker asked me to save the tins for her so she could use them as pillboxes and safety pin boxes Like I said theyre a real hit Since I wouldnt be able to keep my hands off a candy dish this is agoodalternative to have around and its nice to have them around if I have garlic for lunch I gave the item 4 stars because they arent as tasty as the sugar version of the mints  but what sugar free item is asgoodas its full sugar counterpart? and because of the fact that each tin is wrapped in plastic which seems like a waste and is irritating to remove although I totally get why they wrap it  it still doesnt make it easy to deal with',4
1,2,1322438400,'Love em theyre great','The tiny Altoids are great for a quick breath freshening and the small box is great for portability Its full but compact  I havent run out yet and probably wont for a couple months but I cant wait to buy it again',5
1,2,1271635200,'Love these','I loved these Wintergreen Altoid Smalls so much I had to come write a review The packaging is small for convenience and the Altoids are smaller as well with a square shape blue hue and even more delicious taste in my opinion I definitely prefer them over the regularsize Altoids and will continue purchasing them Highly recommended',5
0,1,1315180800,fresh,'Fresh scent and taste Easy to eat one tin in few hours I use them as favors and everyone loved them',5
1,3,1314662400,'Wintergreen Me','Hard to find the wintergreen smalls [sugar free] as stores only have the red smalls [peppermint such a common flavor] The wintergreen is refreshing and absolutely delicious Driving cross country if someone cuts me off I turn to my daughter with my hand out and say Wintergreen Me She pulls one out puts it in my hand and all is rightwith the world',5
0,3,1314489600,'These just dont do it for me as breath mints','To me these are nothing like the regular Altoids and are not breath mints They are pleasanttasting little candies in a cute convenient tin and thats as far as it goes The mintiness is just not strong and the wintergreens are definitely weaker than the peppermint minis Im not a dragonbreath person but still one of these mints is too small to have any effect on my breath Four or five will freshen my breath for a short while  maybe 15 minutes At this point I think the Icebreakers Frost mints are the best as sugar free breath mints',1
2,2,1299283200,'better than average more expensive than average','we have fed our cats a lot of stuff These 2 boy cats are not picky eaters They loved the Purina They loved the Nutro They loved the Iams They love whatever we feed them  This review is based on what we their affectionate owners love After a certain age we were instructed by the vet to consider senior foods and lower carb foods because the catties were fatties We tried a few types of food Some evinced no change Some made the litter superstink  Some had too small a kibble and the cats barfed it up because they didnt have to chew it to swallow it  This Felidae has done the trick No problems to speak of It is consistent in the litter and bearable on the nose The cats love it The kibble is sized appropriate to chewing And heres the kicker <br After feeding the cats Felidae their demeanor improved Their coats are super soft and lush both are new improvements we can directly attribute to this food Were now loyal Felidae consumers  Additionally the absence of corn product in the feed seems to lessen or remove the reactions of our friends with catallergies',5
2,2,1267920000,'My cat loves it','I started my cat on Felidae Platinum about 3 weeks ago and she loves it Shes an older cat somewhat overweight and had a grouchy temperament I first mixed it with her previous food and she figured out which was which  she ate the Felidae and left the old food Shes now been on just the Felidae for about ten days now off the old food entirely and she is a much sweeter happier cat I think it must agree with her better or be more easily digested or something In any case I am a happy purchaser of Felidae I dont agree with the previous reviewer that cats dont like it Clearly mine does',5
1,1,1315008000,'Great For Fat Cats and Senior Citizens','We have three cats the youngest is about eleven years old another is fifteen and our oldest is well ancient  That is what the vet told us ten years ago  The youngest is a blob  When he lays down he looks like a footstool The other two are arthritic and skinny  Since we had such success with Canidae Platinum for senior dogs I figured that wed give it a try for our cats  Id had them on low ash Purina One Urinary tract formula for their entire lives and thankfully we had no UT problems  Buster the youngest is still a blob after six months plus on Felidae for Senior and Overweight cats  However the other two are now much more active and we can tell that they are really feeling better since we changed their food to Felidae  Even Prissy the ancient one has started to play and tease the dogs by getting them to chase her where before when she was on Purina One all she wanted to do was to sleep  I think that if you can get your cat on this fairly early in their weight problems itll be more effective  However the glucosamine will certainly help your older fur balls have a happier life',5
0,1,1310515200,'Nearly killed the cats','Too much of agoodthing? We worked this kibble in over time slowly shifting the percentage of Felidae to national junkfood brand until the bowl was all natural By this time the cats couldnt keep it in or down What a mess Weve moved on',2
3,10,1220227200,'CHANGED FORMULA MAKES CATS SICK','As with canidae Felidae has also changed their formula  Cats do not like change when it comes to their food  And they just had to change it without putting it on their label  We noticed the color of the food had changed and so did the smell  As you will notice I have also reviewd the Canidae and this all happened the same time the dogs were having issues  Prior to the change in food we had almost lost two of our cats because we had moved to a new home  If cats get upset because of a change in enviorment or a loud noise they can stop eating  It depends on the cat  Two of them had stopped eating and had lost a lot of weight  We took them to the vet and it took months to get them back to normal  It has been a year since then and they are better  Then the formula for this food changed  We started to noitce they were not eating as much and it started to bug us  We asked the shop owner of the feed store and she had no knowledge of any change to the food  It wasnt until the we were in there with other customers yelling about their dogs food making their dogs sick  rightaway we changed the cats food and they started chowing down and havent suffered one bit like our dogs have  Cats are sensitve animals and changes to thier food could cause them to stop eating  Anyone thinking of purchasing this food should not do it  We have 5 rescued and fixed cats none of which are picky eaters and the change in this formula could have been the death of them had we not found out about the change in their formula  I urge anyone that has had these problems to go to the consumer affairs website and also the FDA website and write a letter to them to let them know how this has affected your animal  As with canidae they do not care how the change has affected my animals and tell me not to buy it  This is just horrible',1
0,1,1320796800,'Best by the case','Dont buy just a few of these  I order these by the case  I cant even remember the first time I tasted an anchovy stuffed olive but I have tried several of the brands online and this brand is my favorite',4
0,1,1289865600,'Looking for a different flavor?','I order these olives a lot They are unlike any other olives out there The subtle flavors of the brine go great with cheeses One of my favorite appetizer treats for guests',5
1,4,1296086400,'Price cannot be correct','Hey the description says 360 grams  that is roughly 13 ounces at under 400 per can No way  that is the approximate price for a 100 gram can',1
0,0,1347667200,'More Hot/Spicy than McCormicks Brand','My husband and I are both kind of wimpy when it comes to hot things and this seasoning is just a bit too spicy for us It definitely makes you sweat a bit when youre eating it It was still edible to us by adding agoodsized dollop of sour cream but I dont think I would buy it again due to the heat We prefer the milder McCormicks brand of Fajita mix Ive also had fajitas in a couple of different restaurants and it wasnt as spicy as this mix is  If you like super spicy then this is not burning hot so you might want to keep that in mind To me it was more than medium hot but not by too much  I gave it three stars because it was pretty easy to make and its versatile in that you could vary the veggies you put in it You take a plastic bag a couple of tbs of vegetable oil 1/4 cup water and mix the seasoning water and oil together then add the chicken strips to the bag and let it marinate for 5 minutes In the meantime it says to stir fry your veggies peppers and onion but I found it easier to just cook the chicken and veggies together and I dont think it affected quality or taste I also used extra virgin olive oil rather than vegetable oil  I have one more package of this to use and next time Im going to add more veggies and maybe some chopped tomato to cut the heat a bit more',3
5,5,1266105600,'Ahmad Loose Imperial Blend Tea is great for the price','A friend whod been drinking tea for 80 of his 84 years introduced me to this tea a few months ago Even took me over to the store and bought me a pound At 7/lb in a retail store or a little over 9 with shipping from an online merchant I think its great Ive been drinking Earl Grey English Breakfast Irish Breakfast Lapsang Souchong Assam etc Most of them were over 30/lb with shipping Aside from the Lapsang Souchong I think this is a great replacement for all the rest Has everything Im looking for in a strong fullbodied black tea with enough character to keep it from becoming boring My current favorite afternoon tea Unless youre extremely jaded or a tea snob youll love it',5
3,3,1272412800,'Nice tea','I love strong full bodied quality tea and typically drink assam irish breakfast or early grey tea but as the other reviewer noted the price per pound can be discouraging So I have been searching for a quality full bodied tea that wasnt bitter at a more palatable price point and this certainly fits the bill And unlike some other teas where they tend to be better in one form or another ie iced vs hot this tea is excellent in both forms I would certainly recommend this to anyone who prefers that smooth full bodied quality tea that doesnt cost an arm and leg',5
0,0,1350864000,'A fragrant tea','I drink this tea plain without sugar or milk and it has a pleasant aroma  The price from Amazon is cheaper than my local grocery store  One reviewer is rightI think it has some herbal smell to make up the aroma  So the label Imperial Blend kind of implied the herb  I am not exactly a black tea drinker so this tea is a surprise and affordable too  I usually prefer White Chinese tea like White Peony but it is more expensive and requires lower temperature water  But this is black tea and this aroma kind of remind me the softness of white tea',5
0,0,1310688000,'Best Ahmad Tea','Ive tried a variety of Ahmad tea Not because I particularly like this brand but they are just easier to come across  The Imperial blend I believe is the most complex yet well balanced of all the ones Ive tried Its full body like agoodcup of Assam which by no means overpower the delightful clean taste of Darjeerling complete with a long lasting note of bergamot I enjoy it best in the evening It gives a satisfying and relaxing finish to a busy day  For those interested in the specifics  I use about 3 teaspoons of lose tea in a stainless steel infuser in a 16 oz mug let it steep in 208F water for 23 min take the infuser out and drink it without sugar or milk to savor its sophistication',5
0,0,1308009600,'My favorite tea','I have tried literally dozens of teas since being introduced to the Russian custom of preparing and drinking tea and the Ahmad Imperial blend is probably my favorite of all of these due to the fact that it is equally delicious hot or iced  I buy the threepacks as needed from Amazon and go through them rapidly My family loves it and my friends have it in their homes now too try one box of it and you will love it too',5
0,1,1330819200,'Best tea ever','This is an excellent tea  One of the best I have ever had  It is especially great when you prepare it with a samovar',5
1,3,1282435200,'Not a real tea','Herbal additives in this blend destroy real tea taste It is only for people who like herbal taste I dont',2
0,0,1264377600,DELICIOUS,'Makes a tasty super easy meal fast BUT high in calories  The instructions say to saute the veggies first but I recommend cooking the chicken first The chicken takes longer to cook and the raw chicken ontop of veggies just makes a slimy mess I made it with snow peas and carrots only I dont like the little corn  Added some red pepper flakes for heat and served ontop of rice  It came out wonderful Dinner on the table in less than 30mins',4
1,1,1346025600,'Best Bloody Mary mixer','I think I have tried just about every Bloody Mary mixer on the market at one time or the other  Most have too much sugar or worst corn syrup  This mixer is all natural ingredients and very tasty It does have a little kick Enjoy',5
1,1,1338163200,'The Best','Might be a little spicy for some but this stuff rocks I use      half and     half with V8 for a milder version  or the best is a Bloody Caesar<br Half mix half clamato',5
1,1,1334016000,'Mcclures bloody Mary mix','Took me one or two to get used to the pickle taste  But now aim hooked and have to keep a bottle on hand',5
0,0,1345593600,'Not Good','This candy is not as described The middle is almost hard it is not a silky or smooth filling as described<br Looks and tastes like its way past its expiration date<br Would never reccommend this Paid agoodchunk of cash for nothing',1
0,0,1347235200,'Love this tea','I started drinking the power slim tea when I was on the HCG diet to help curb cravings Since I liked it so well I tried some of the others and I am now hooked  They are so satisfying that I drink them all the time  The Energy gives you that extra pickmeup in the afternoons that helps keep me going all day no matter how long',5
0,0,1333843200,'Really Nice Taste','Im trying several of the Wu Yi teas I like this one particularly because of the subtle citrus taste It also has a natural sweetness  The ingredients include Organic WuLi Cliff Oolong Tea 700 mg Organic Black Tea 600 mg Organic Green Tea Extract 100 mg Proprietary blend 600 mg plus some Ginseng panax Orange Peel Lemon Grass and Guarana Other Ingredients  Natual Orange and Citrus flavors  My goal is to drink more tea and less coffee I am enjoying trying a different kind of tea every day Ill be coming back to this one',5
0,0,1343692800,'just give me some watermelon and citron sea salt','i cannot live without this citron falksalt it is wonderful on watermelon fish almost any food requiring salt and in my world it all does  just try it on red juicy watermelon wonderful experience',5
0,0,1343692800,'Furniture Polish Taste','Terrible Artificial lemon taste like Pledge Lemon Furniture Polish Dont do this to yourself Just use plain flake salt and some fresh grated lemon zest',1
0,1,1303257600,'Big tub o salt','These things are huge I love the way the crystals crunch and the flavor is not too overpowering or too subtle This lemony flavor is my favoriteitsgoodon almost everything Youll have plenty of flavored salt for a long time if you buy this',5
0,0,1302307200,'Taste is neutral quantity is DECEITFUL','The taste of these white cheddar flat breads is like a regular cracker  which is not bad except that I bought them because I wanted a cheese taste  What was a HUGE disappointment? How misleading the packaging of the box is The photo on the box I bought these in store makes it look like it is full of long flatbreads expanding the length and width of the box Wrong The plastic tray that holds the crackers is about 2 smaller all around  leaving you with about 15 or so small flatbreads  What is also bad about this is that the company states they use biodegradable and ecofriendly packaging FAIL They used a HUGE box for a ridiculously small amount of crackers Not ecofriendly at all  Would I buy these again? No  I feel ripped off The other crackers like Sesame Tarragon give you a little<br more bang for your buck and have more flavor',2
0,0,1341878400,'Eukanuba puppy small breed dog food','This is the ultimate puppy food  The kibbles are great for small breeds  High in digestible nutrients as opposed to fillers some companies use  Less waste results from the high quality ingredients  I have been hunting training showing and handling various breeds of dogs for nearly 40 years with multiple National Champions  I have been highly satisfied with Eukanubas quality and the results I have obtained feeding their foods  My recent purchases are with WAG through AMAZONcom  Their prices are the best I have found and they are verygoodat shipping immediately on items in stock',5
0,0,1331251200,'High Quality But it gave my dog wicked gas','The recommendation when we bought our puppies lhasa/bichon mix and lhasa/poodle mix was that we continue them on the food that they have had since being weaned This is a somewhat expensive food so I cant say that we were terribly pleased but we loaded up on the stuff and headed home  Let me just say this I have had small dogs before Never have I seen such gas issues Both of them consistently had foul gas Consistently Usually when theyre sitting on our laps but you know Theyre dogs  When we got through the first bag of this stuff we purchased more on amazon It was a great price for it since we got a 40 lb bag for the price of I think a 15 lb bag at Petco But they continued to have gas I mean they loved the food dont get me wrong and they loved it more when wed mix in some water and it would be like soft food Somehow that made their gas worse but I think Ill have to give that responsible to the speed with which they chowed down cant blame the food itself for gluttony  Eventually we switched their food No more farting I think it was due to the high fat content which undoubtedly is necessary for very small puppies They just need that in their diet I think that we were advised to keep them on it for much longer than was useful they said up until 1 year Yeah rightyou try dealing with gas for that long Around 6 mos of age we switched to PuppyChow Much better Granted they dont like it as much but we humans like it a whole lot better',4
0,0,1330387200,'Great tasting green tea and such a great deal','A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste  In the 20      years we have been drinking Ahmad teas not even once have we been disappointed The superb quality of Ahmad teas has remained consistent throughout the years  I am so happy to find Ahmad teas available here thanks Amazon because only a few stores carry it in my area and they are quite a few miles away The current deal for the pack of 6 is superb much cheaper than I can find locally  This is a great tasting tea which I am happy to recommend',5
0,0,1350691200,'OMG best chocolate jelly belly','Fresha great way to get a little chocolate in my life without a million calories They taste just like chocolate pudding',5
3,3,1330732800,'Excellent loose tea','If you like the Ceylon tea variety you will certainly enjoy and appreciate this tea  I am so happy to find Ahmad teas available here thanks Amazon and very surprised at the negative review from 2009 because in the 20      years we have been drinking Ahmad teas not even once have we been disappointed The superb quality of Ahmad teas has remained consistent throughout the years  The current deal for the pack of 4 is verygoodcheaper than I can find locally  Highly recommended  NOTE  This listings description is confusing Each packet of tea weighs 500 grams which equals 11 pounds or 176 ounces',5
1,1,1323820800,'Good anytime hot tea','Ive been enjoying this tea for years  This tea isgoodmornings afternoons or evenings  My local store went out of buisinessThanks Amazon  I use a bodum tea press to prepare a pot',5
1,1,1302739200,'My everyday cup of Tea','Hi I have to have black tea everyday I have done it in the past 25 years and its a habit of mine Ahmad tea is one of my favorite brands and I highly recommend it if you like black tea I think this is going to remain my favorite for the next 100 years or so ',5
2,3,1272499200,'This is what you get in the store','I have tried it out despite the other review and I found that this is exactly the same tea i buy in either Russian or Italian groceries',4
0,0,1275091200,'Ahmad Tea','Ahmad Tea is an excellent looseleaf tea eith hot or for making iced tea Great flavor with no lingering aftertaste',4
1,9,1245456000,Disappointed,'Ive been drinking this tea for the past 8 or 10 years usually buying a box or two when visiting large metropolitan areas where many MiddleEastern stores carry loose Ahmad teas usually at 57 for a pound box  Ive always considered it an unremarkable but robust tea with enough aroma and taste and beautiful reddish color perhaps notgoodenough a tea to drink on its own but a decent base for mixes<br This tea however is nothing of the sort Freshly opened package has almost no characteristic tea smell and the brewed tea is weak flat and tasteless  Somehow it just does not seem to be the same product anymore So you get a lot of tea for the money but the quality is such that you might as well drink Lipton bags they are not that much worse',2
1,1,1338508800,Wonderful,'I love love love this deal  its way fun to pick from so many Teas and chocolates and ciders as well as many coffees The other outfits that assemble samplers are boring  they do the choosing and from a much narrower range The sellers here are very nice also and will answer questions via email about the slightly confusing ordering method its easy If you want great packaging forget it  they ship fast and the kups are just tossed loose in a box Who cares?',5
0,0,1350172800,'Best way to buy kcups','Once youve tried some random sampler packs and now are overloaded with decafsextra bolds or teas this is a great way to get exactly the brands or style that you want  Received the order in a couple of days and was exactly what I ordered  This was my second order and Ill be ordering this item again',5
0,0,1340755200,delicious,'good products and fast shipping equals a happy me a little pricey but you can hand pick a fewgoodflavorsa few i cant find anywhere else so def worth the price',5
0,0,1270944000,'keeps you out of the dentest chair','If used on a daily basis you will keep your gums healty and between your teeth clean and free of plack',5
2,2,1334361600,'Super  SuperFoods are Super easy','WOW  This product is very impressive I bought the 8oz blueberry and was pleased with packaging price and shipping  The powder dissolves instantly  Even in water  Ive just been mixing a 1/4 tsp in a small glass of water for now and drinking it down and it tastes great but will add it to my smoothies and juiced fruit juices next This product is so economical compared to purchasing fresh blueberries especially because there is no waste due to mold or overripe berries thrown away  I think you could add this to baked or unbaked foods as well  Im excited to add more of the SuperFoods to my diet in this fast and easy way I definitely will being trying the other flavors soon',5
0,0,1312675200,'Pok Chops','The pork chops from Omaha Steaks were very tasty but at the same time exceptionally dry Pork is usually dry meat but these were to the extreme Possibly shipping them frozen and keeping them frozen was partly the problem',3
0,0,1344556800,'Sad outcome','Five minutes in one tentacle was bitten off ball inside cracked in half Not durable enough to be a dog toy Disappointed  So is the dog ',1
0,0,1346889600,'Best Energy Shot For Me','I am chemical sensitive as well as sugarfree I have been using this product for over a year I use it maybe once a week at the most I drink      half the bottle and then boost my energy after an hour or two depending on how I feel IMO this doesnt replace my am coffee but is sweet in the early afternoon when I start to fade Once in a while I drink a full bottle before a workout Ive been drinking Guayaki Yerba Mate teas for years Compared to the many toxic energy boosters out there I highly recommend this This product is clean and doesnt leave nasty chems behind in the body Try it before you judge from a review  everyones body reacts differently',4
1,3,1339804800,'Dont Waste Your Money','I felt energized within five minutes but it lasted for about 45 minutes I paid 399 for this drink I could have just drunk a cup of coffee and saved my money',1
3,7,1317772800,'If you cant handle caffeine this is not for you','Yes its probably healthier than 5Hour Energy or Starbucks shots but if youre looking to avoid a caffeine overload this is still not for you Most energy drinks cannot be made w/ out a high dosage of caffeine I believe the caffeine content of 1 Guayaki shot is 150 mL  probably lower than other unhealthy energy shot drinks but I believe most other people avoid the top brands b/c they contain too much caffeine and/or sugar If you do not react well to caffeine Guayaki is not agoodbuy either I definitely feel an energy boost w/ 1 full Guayaki shot but not w/ out all the other caffeine side effects  irritability nervousness moodswings Caffeine overdose is why I stopped drinking coffee But it looks even organic energy drinks are still not safe  Now youre NOT sensitive to caffeine then its a great buy Its not loaded w/ sugar The taste is easy and pleasant Its not loaded w/ a bunch of chemicals like 5Hour shots or Starbucks drinks And the energy boost lasts for about 4 to 5 hours Takes about 5 to 7 minutes to kick in but all this probably depends on your body/weight  Side note  if you want to feel energized during the day have a protein drink first thing in the morning and stay away for heavy fattening foods during the day that will make you feel sluggish and sleepy',2
0,0,1347321600,'Yum Yummy Yummier','These Nature Valley Nut Lovers Variety Pack was perfect Although I wasnt sure about the peanut butter bar it was excellent I loved the Roasted Almond Roasted Pecan and the Peanut Butter  I will definately buy from this seller again Quick shipping and very fresh',5
2,2,1348099200,'Reeks like chemicals','I so wish I would have read this review before purchasing TWO gallons of this oil for my health issues It reeks like a chemical rubber smell This smell is coming from the black rubber gasket in the lid When I called to report the situation to the company Sabrina told me I would have to pay to send them a sample to have tested by a lab Unbelievablegoodcustomer service would indicate that they would pay for the product to be returned and give me a full refund including shipping The product is faulty Period I will never order anything from this company again and do not recommend it to anyone based on this horrible customer service and lack of responsibility and ownership',1
1,1,1345161600,Disappointed,'This product has a strong aftertaste of Crayola crayons  I am in the process of trying different brands of coconut oils for cooking purposes  Upon opening the plastic container the aroma of crayons immediately fills the room and this flavor permeates the food that is cooked in it  I suspect the source of the problem is the plastic used in the plastic container as I have not experienced this with any of the other brands purchased  To date my favorite coconut oil is distributed by Barleans  The flavor is fantastic  However they do not supply a gallonsized tuband Dr Mercola has the best product in that size category',2
0,0,1348444800,'Great for Glutenfree lifestyle','Had this shipped to my sister who follows a glutenfree eating plan and she reports that it is very versatile and easier than grinding almonds for a crispy crust on chicken and fish filets Also uses it in place of bread crumbs in meatloaf and meatballs  Stays moist when added in place of wheat flour in baking toogoodproductgoodvalue',5
1,1,1337040000,'my dog loves these','These are healthy and my mixed Llasa Tibetan Terrier adores them And they are healthy and his breath doesnt smell and his teeth are ingoodshape because of such products A great healthy product',5
1,1,1298592000,YUMMY,'A great healthy chew for my 9 wk old beagle Rio He loves the taste and it sure beats my arm',5
2,2,1196726400,'sugar in the raw','I really enjoy this product I had such a hard time finding it affordable in the store Once I found it I look no further its the only sugar I use  Thanks so much',5
4,5,1295222400,'Manufacturing Problems Diminish Product','I have used and liked Sugar in the Raw for many years after being introduced to it in a Starbucks My most recent purchase however was disappointing The sugar was lighter in color and had a crystal size maybe 1/4th of the regular size Having large crystals was something I always really liked about Sugar in the Raw It enhanced the quality of mixed drinks and of lattes I called their hotline to complain and was told that they had had a problem with their recent sugar crop and that the result was less molasses in the sugar They have had many complaints of a similar nature This they claimed also reduced the crystal size They said this problem should go away with their newer crop The representative said that the newcrop sugar will have a 610 digit date code without ANY spaces that ends with a 1 and no letters The trailing digits are a date code using the Julian calendar My recent badpurchase had a space after the initial sequence of numbers and then ended with a 51a Bottom line  their current product is not much better than much cheaper products When they get a better crop Ill go back to purchasing Sugar in the Raw',3
1,1,1228089600,'Sugar in the raw','Love this sugar  I also get muscavado sugar and they are both great to use in place of regular white sugar Recommend',5
1,1,1217635200,'Sugar in the raw','Product is exactly as advertised  What a savings  At least half the retail price Easy to store because of the individual packaging',5
0,0,1343952000,Lie,'I used to buy this sugar for years I do not eat much sugar but still This sugar is called turbinado sugar but is misleading I picked this brand just because it says real turbinado sugar and other brands in the local food store that their sugar is brown because it is colored with caramel or something  HOW did i find out? I needed just a sweet water few days ago I put this Sugar in The Raw in the glass The water became brown and on the bottom of the glass i got just PURE WHITE SUGAR CRYSTALS What a shame on the producer U can try to put this sugar in your mouth and after few seconds you will spit out pure white crystals as well  Im just wondering if the consumers can hold the company liable for such a practice',1
0,0,1336089600,'Its sugar','Its just sugar in the raw its flavor profile is much better then white sugar and its suppose to be better for you or something I just wish the bags were resealable',4
0,0,1312934400,'Excellent but not perfect','This is a delicious sugar It has a pretty light brown color and delicious aroma But the granules are quite big however  bigger than plain refined sugar This makes is difficult to cream butter and sugar together But if you use it in a recipe where you will melt the sugar first before baking it or if you use it to brew beer and plan to boil it to melt it it is a great product It would be the perfect sugar if only the granules were a bit finer',4
0,0,1302739200,'Good product','I only use raw sugar it did seem a little smaller than the normal crystals but it is stillgoodWill buy again',4
0,0,1297814400,'Youll never use white sugar again','This sugar is verygood Use this in your coffee cereal etc for a week and youll never go back to white sugar white sugar will taste terrible  Plus from what Ive read this Raw sugar contains a lot of minerals that are missing in our diets  The product was delivered fast and wellpackaged  My only complaint is the price  I wish I could find Raw sugar cheaper  I would be happy to buy in bulk but this is the cheapest I have found',5
0,0,1296950400,'Thanks for the review Scott','I thought this was a great buy but as noted by Scott D the molasses content was not up to par  I loved the higher molasses content Sugar in the Raw  Unfortunately what I purchased recently does not have the higher molasses content and I have twelve 24 ounce bags  I guess Ill watch for the next crop',3
0,0,1296777600,great,'I really love this sugar and pricewise its much cheaper to buy it here on amazon compared to anywhere else',5
0,0,1285718400,'Awesome Sugar','Love this sugar It tastes so much better and isnt as overly sweet tasting as regular sugar Weve used it in quite a few baking items and they always turn out verygoodThe price that Amazon has this set at is verygoodto and makes it easy to use this for everyday stuff',5
